Categoria,Nome,Istruzione rapida,Spiegazione completa,Parole chiave,Link immagine,Fonte normativa
Segnali di pericolo,Semaforo (orizzontale),Rallenta: più avanti trovi un semaforo con luci disposte orizzontalmente.,"Presegnala un impianto semaforico, con le luci rosso, giallo e verde disposte orizzontalmente. È particolarmente importante dove il semaforo non è visibile da lontano; preparati a fermarti.",semaforo; luci orizzontali; rosso; giallo; verde; impianto semaforico; fermarsi,https://upload.wikimedia.org/wikipedia/commons/5/5d/Italian_traffic_signs_-_semaforo_orizzontale.svg,https://www.patente.it/normativa/articolo-99-regolamento?idc=603
Segnali di pericolo,Aeromobili,Non distrarti: possono esserci forti rumori o abbagliamenti da aerei bassi.,"Presegnala una strada vicina a un aeroporto o a un'aviosuperficie, dove aeromobili a bassa quota possono provocare rumori improvvisi o abbagliamento. Mantieni saldamente il controllo del veicolo.",aeromobili; aerei; aeroporto; aviosuperficie; bassa quota; rumore; abbagliamento,https://upload.wikimedia.org/wikipedia/commons/7/7c/Italian_traffic_signs_-_aeromobili.svg,https://www.patente.it/normativa/articolo-100-regolamento?idc=604
Segnali di pericolo,Forte vento laterale,Riduci la velocità e tieni saldamente il volante.,"Presegnala forti raffiche laterali, frequenti su viadotti, all'uscita delle gallerie o in zone esposte. Il pericolo è maggiore per motocicli, veicoli alti, autobus, autocarri e veicoli con rimorchio.",vento laterale; raffiche; viadotto; uscita galleria; motocicli; autobus; autocarri; rimorchio,https://upload.wikimedia.org/wikipedia/commons/2/2e/Italian_traffic_signs_-_forte_vento_laterale.svg,https://www.patente.it/normativa/articolo-101-regolamento?idc=605
Segnali di pericolo,Pericolo di incendio,Presta attenzione: attraversi una zona ad alto rischio di incendio.,Segnala il pericolo di infiammabilità di zone boschive o di altri luoghi ad alto rischio. Evita qualsiasi comportamento che possa provocare un incendio e presta attenzione all'estensione indicata dal pannello integrativo.,incendio; bosco; foresta; fiamme; zona a rischio; infiammabilità; pannello integrativo,https://upload.wikimedia.org/wikipedia/commons/f/f5/Italian_traffic_signs_-_pericolo_di_incendio.svg,https://www.patente.it/normativa/articolo-102-regolamento?idc=606
Segnali di pericolo,Altri pericoli,Rallenta e leggi il pannello: indica un pericolo non rappresentato da altri segnali.,Presegnala un pericolo diverso da quelli raffigurati dai segnali specifici. Normalmente è accompagnato da un pannello integrativo che precisa la natura del rischio; in una situazione di emergenza può essere usato temporaneamente senza pannello.,altri pericoli; pericolo generico; punto esclamativo; pannello integrativo; attenzione; emergenza,https://upload.wikimedia.org/wikipedia/commons/5/5c/Italian_traffic_signs_-_altri_pericoli.svg,https://www.patente.it/normativa/articolo-103-regolamento?idc=607
Elementi della circolazione,Elementi della circolazione stradale,"La circolazione riguarda persone, animali, veicoli e strada.","Per studiare correttamente la materia, collega sempre quattro elementi: chi usa la strada, con quale veicolo, su quale parte della strada e secondo quali regole o segnali.",persone; animali; veicoli; strada; circolazione; utenti,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%22100%22%20y%3D%2240%22%20width%3D%22440%22%20height%3D%22240%22%20rx%3D%2210%22%20fill%3D%22%23374151%22%2F%3E%3Cpath%20d%3D%22M320%2055v210%22%20stroke%3D%22%23f8fafc%22%20stroke-width%3D%228%22%20stroke-dasharray%3D%2224%2020%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EElementi%20della%20circolazione%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art1!vig=
Veicoli,Veicoli senza motore,Si muovono senza un motore proprio.,"Comprendono veicoli a braccia, veicoli a trazione animale e velocipedi. La caratteristica decisiva è l'assenza di un motore destinato alla propulsione.",senza motore; braccia; trazione animale; velocipedi; biciclette,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Ccircle%20cx%3D%22205%22%20cy%3D%22220%22%20r%3D%2262%22%20fill%3D%22none%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2210%22%2F%3E%3Ccircle%20cx%3D%22435%22%20cy%3D%22220%22%20r%3D%2262%22%20fill%3D%22none%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2210%22%2F%3E%3Cpath%20d%3D%22M205%20220l95-110%2060%20110H250l80-80%20105%2080M300%20110h70%22%20fill%3D%22none%22%20stroke%3D%22%2316a34a%22%20stroke-width%3D%2211%22%20stroke-linecap%3D%22round%22%20stroke-linejoin%3D%22round%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EVeicoli%20senza%20motore%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art47!vig=
Veicoli,Veicolo a braccia,È spinto o trainato direttamente da una persona.,"È un veicolo privo di motore mosso dalla forza dell'uomo a piedi, per esempio un carretto spinto o tirato manualmente.",veicolo a braccia; spinto; trainato; persona; carretto,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Crect%20x%3D%22200%22%20y%3D%22120%22%20width%3D%22300%22%20height%3D%22120%22%20rx%3D%2212%22%20fill%3D%22%2364748b%22%2F%3E%3Cpath%20d%3D%22M110%20235h90%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2212%22%2F%3E%3Cpath%20d%3D%22M110%20235l-45%2025%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2210%22%2F%3E%3Ccircle%20cx%3D%22280%22%20cy%3D%22255%22%20r%3D%2228%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22430%22%20cy%3D%22255%22%20r%3D%2228%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EVeicolo%20a%20braccia%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art48!vig=
Veicoli,Veicolo a trazione animale,È trainato da uno o più animali.,È un veicolo senza motore mosso da animali da tiro. Il conducente deve guidare e controllare gli animali durante la circolazione.,trazione animale; cavallo; carrozza; animali da tiro,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Cellipse%20cx%3D%22300%22%20cy%3D%22175%22%20rx%3D%22120%22%20ry%3D%2255%22%20fill%3D%22%2392400e%22%2F%3E%3Ccircle%20cx%3D%22430%22%20cy%3D%22120%22%20r%3D%2238%22%20fill%3D%22%2392400e%22%2F%3E%3Cpath%20d%3D%22M250%20210l-25%2055M330%20210l20%2055M390%20200l40%2065M210%20195l-55%2055%22%20stroke%3D%22%23713f12%22%20stroke-width%3D%2216%22%20stroke-linecap%3D%22round%22%2F%3E%3Cpath%20d%3D%22M175%20165h-65l-40%2050%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2212%22%2F%3E%3Ccircle%20cx%3D%2290%22%20cy%3D%22235%22%20r%3D%2232%22%20fill%3D%22none%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2210%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3ETrazione%20animale%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art49!vig=
Veicoli,Velocipede,È azionato principalmente dalla forza muscolare.,Comprende biciclette e altri veicoli a pedali. La propulsione deriva in modo principale dall'azione muscolare del conducente.,velocipede; bicicletta; bici; pedali; forza muscolare,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Ccircle%20cx%3D%22205%22%20cy%3D%22220%22%20r%3D%2262%22%20fill%3D%22none%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2210%22%2F%3E%3Ccircle%20cx%3D%22435%22%20cy%3D%22220%22%20r%3D%2262%22%20fill%3D%22none%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2210%22%2F%3E%3Cpath%20d%3D%22M205%20220l95-110%2060%20110H250l80-80%20105%2080M300%20110h70%22%20fill%3D%22none%22%20stroke%3D%22%2316a34a%22%20stroke-width%3D%2211%22%20stroke-linecap%3D%22round%22%20stroke-linejoin%3D%22round%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EVelocipede%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art50!vig=
Veicoli,Bicicletta a pedalata assistita,Il motore aiuta solo mentre pedali e si interrompe entro i limiti di legge.,"Resta un velocipede se il motore elettrico è ausiliario, riduce progressivamente l'assistenza e smette di aiutare quando il ciclista non pedala o raggiunge il limite previsto.","pedalata assistita; e-bike; bicicletta elettrica; 25 km/h; 0,25 kW","data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Ccircle%20cx%3D%22205%22%20cy%3D%22220%22%20r%3D%2262%22%20fill%3D%22none%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2210%22%2F%3E%3Ccircle%20cx%3D%22435%22%20cy%3D%22220%22%20r%3D%2262%22%20fill%3D%22none%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2210%22%2F%3E%3Cpath%20d%3D%22M205%20220l95-110%2060%20110H250l80-80%20105%2080M300%20110h70%22%20fill%3D%22none%22%20stroke%3D%22%230f766e%22%20stroke-width%3D%2211%22%20stroke-linecap%3D%22round%22%20stroke-linejoin%3D%22round%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EPedalata%20assistita%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art50!vig=
Veicoli,Ciclomotore,Veicolo leggero a motore con prestazioni limitate.,"Può avere due, tre o quattro ruote secondo la categoria prevista. Nei quiz devi distinguere cilindrata, potenza e velocità massima costruttiva dai dati dei motocicli.",ciclomotore; motorino; 50 cm3; 45 km/h; AM; due ruote; tre ruote,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Ccircle%20cx%3D%22210%22%20cy%3D%22225%22%20r%3D%2255%22%20fill%3D%22none%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2214%22%2F%3E%3Ccircle%20cx%3D%22430%22%20cy%3D%22225%22%20r%3D%2255%22%20fill%3D%22none%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2214%22%2F%3E%3Cpath%20d%3D%22M210%20225l85-78h78l57%2078M295%20147l55%2078M280%20175h95%22%20fill%3D%22none%22%20stroke%3D%22%23ef4444%22%20stroke-width%3D%2218%22%20stroke-linecap%3D%22round%22%20stroke-linejoin%3D%22round%22%2F%3E%3Crect%20x%3D%22305%22%20y%3D%22120%22%20width%3D%2290%22%20height%3D%2220%22%20rx%3D%228%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3ECiclomotore%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art52!vig=
Veicoli,Quadriciclo leggero,È assimilato al ciclomotore ai fini della circolazione.,È un veicolo a quattro ruote con massa e prestazioni limitate. Si guida con patente AM e non va confuso con il quadriciclo non leggero della categoria B1.,quadriciclo leggero; minicar; microcar; AM; 45 km/h; 4 kW,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Cpath%20d%3D%22M160%20190l55-70h220l55%2070v45H145v-45z%22%20fill%3D%22%23f97316%22%2F%3E%3Crect%20x%3D%22245%22%20y%3D%22135%22%20width%3D%22145%22%20height%3D%2245%22%20rx%3D%228%22%20fill%3D%22%23bfdbfe%22%2F%3E%3Ccircle%20cx%3D%22220%22%20cy%3D%22240%22%20r%3D%2230%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22420%22%20cy%3D%22240%22%20r%3D%2230%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EQuadriciclo%20leggero%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art52!vig=
Veicoli,Motoveicolo,"Veicolo a motore con due, tre o quattro ruote, esclusi i quadricicli leggeri.","È la famiglia che comprende motocicli, motocarrozzette, tricicli e quadricicli a motore. Le dimensioni e la massa massima sono limitate dalla legge.",motoveicolo; motociclo; triciclo; quadriciclo; sidecar; due ruote; tre ruote; quattro ruote,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Ccircle%20cx%3D%22210%22%20cy%3D%22225%22%20r%3D%2255%22%20fill%3D%22none%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2214%22%2F%3E%3Ccircle%20cx%3D%22430%22%20cy%3D%22225%22%20r%3D%2255%22%20fill%3D%22none%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2214%22%2F%3E%3Cpath%20d%3D%22M210%20225l85-78h78l57%2078M295%20147l55%2078M280%20175h95%22%20fill%3D%22none%22%20stroke%3D%22%23dc2626%22%20stroke-width%3D%2218%22%20stroke-linecap%3D%22round%22%20stroke-linejoin%3D%22round%22%2F%3E%3Crect%20x%3D%22305%22%20y%3D%22120%22%20width%3D%2290%22%20height%3D%2220%22%20rx%3D%228%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EMotoveicolo%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art53!vig=
Veicoli,Motociclo,Motoveicolo a due ruote con cilindrata o velocità superiori a quelle del ciclomotore.,Può avere cambio automatico o manuale. Non confonderlo con il ciclomotore: il motociclo supera i limiti che definiscono il ciclomotore.,motociclo; moto; due ruote; oltre 50 cm3; oltre 45 km/h,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Ccircle%20cx%3D%22210%22%20cy%3D%22225%22%20r%3D%2255%22%20fill%3D%22none%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2214%22%2F%3E%3Ccircle%20cx%3D%22430%22%20cy%3D%22225%22%20r%3D%2255%22%20fill%3D%22none%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2214%22%2F%3E%3Cpath%20d%3D%22M210%20225l85-78h78l57%2078M295%20147l55%2078M280%20175h95%22%20fill%3D%22none%22%20stroke%3D%22%23dc2626%22%20stroke-width%3D%2218%22%20stroke-linecap%3D%22round%22%20stroke-linejoin%3D%22round%22%2F%3E%3Crect%20x%3D%22305%22%20y%3D%22120%22%20width%3D%2290%22%20height%3D%2220%22%20rx%3D%228%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EMotociclo%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art53!vig=
Veicoli,Motociclo con sidecar,Motociclo collegato lateralmente a un carrozzino.,Il sidecar crea una motocarrozzetta: il veicolo conserva la natura di motoveicolo ma ha una ruota e un posto laterale aggiuntivi.,sidecar; motocarrozzetta; carrozzino; motociclo; tre ruote,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Ccircle%20cx%3D%22185%22%20cy%3D%22230%22%20r%3D%2245%22%20fill%3D%22none%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2212%22%2F%3E%3Ccircle%20cx%3D%22385%22%20cy%3D%22230%22%20r%3D%2245%22%20fill%3D%22none%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2212%22%2F%3E%3Cpath%20d%3D%22M185%20230l75-70h70l55%2070M255%20160h90%22%20fill%3D%22none%22%20stroke%3D%22%23dc2626%22%20stroke-width%3D%2216%22%2F%3E%3Ccircle%20cx%3D%22500%22%20cy%3D%22235%22%20r%3D%2235%22%20fill%3D%22none%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2211%22%2F%3E%3Crect%20x%3D%22430%22%20y%3D%22165%22%20width%3D%22105%22%20height%3D%2265%22%20rx%3D%2215%22%20fill%3D%22%23f97316%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EMotociclo%20con%20sidecar%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art53!vig=
Veicoli,Triciclo a motore,Motoveicolo a tre ruote simmetriche.,È distinto dal motociclo con sidecar perché le tre ruote sono disposte simmetricamente rispetto all'asse longitudinale del veicolo.,triciclo; tre ruote; ruote simmetriche; motoveicolo,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Ccircle%20cx%3D%22210%22%20cy%3D%22225%22%20r%3D%2255%22%20fill%3D%22none%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2214%22%2F%3E%3Ccircle%20cx%3D%22430%22%20cy%3D%22225%22%20r%3D%2255%22%20fill%3D%22none%22%20stroke%3D%22%23111827%22%20stroke-width%3D%2214%22%2F%3E%3Cpath%20d%3D%22M210%20225l85-78h78l57%2078M295%20147l55%2078M280%20175h95%22%20fill%3D%22none%22%20stroke%3D%22%237c3aed%22%20stroke-width%3D%2218%22%20stroke-linecap%3D%22round%22%20stroke-linejoin%3D%22round%22%2F%3E%3Crect%20x%3D%22305%22%20y%3D%22120%22%20width%3D%2290%22%20height%3D%2220%22%20rx%3D%228%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3ETriciclo%20a%20motore%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art53!vig=
Veicoli,Quadriciclo a motore,Motoveicolo a quattro ruote diverso dal quadriciclo leggero.,I quadricicli non leggeri hanno limiti superiori rispetto ai quadricicli leggeri e sono normalmente collegati alla patente B1.,quadriciclo; quattro ruote; B1; quadriciclo non leggero; minicar,"data:image/svg+xml;charset=UTF-8,%3Csvg%20xmlns%3D%22http%3A%2F%2Fwww.w3.org%2F2000%2Fsvg%22%20viewBox%3D%220%200%20640%20360%22%3E%0A%3Crect%20width%3D%22640%22%20height%3D%22360%22%20rx%3D%2228%22%20fill%3D%22%23f8fafc%22%2F%3E%0A%3Cpath%20d%3D%22M160%20190l55-70h220l55%2070v45H145v-45z%22%20fill%3D%22%237c3aed%22%2F%3E%3Crect%20x%3D%22245%22%20y%3D%22135%22%20width%3D%22145%22%20height%3D%2245%22%20rx%3D%228%22%20fill%3D%22%23bfdbfe%22%2F%3E%3Ccircle%20cx%3D%22220%22%20cy%3D%22240%22%20r%3D%2230%22%20fill%3D%22%23111827%22%2F%3E%3Ccircle%20cx%3D%22420%22%20cy%3D%22240%22%20r%3D%2230%22%20fill%3D%22%23111827%22%2F%3E%0A%3Crect%20x%3D%2224%22%20y%3D%22286%22%20width%3D%22592%22%20height%3D%2252%22%20rx%3D%2214%22%20fill%3D%22%23ffffff%22%20opacity%3D%220.94%22%2F%3E%0A%3Ctext%20x%3D%22320%22%20y%3D%22320%22%20text-anchor%3D%22middle%22%20font-family%3D%22Arial%2Csans-serif%22%20font-size%3D%2225%22%20font-weight%3D%22700%22%20fill%3D%22%23172033%22%3EQuadriciclo%20a%20motore%3C%2Ftext%3E%0A%3C%2Fsvg%3E",https://www.normattiva.it/uri-res/N2Ls?urn:nir:stato:decreto.legislativo:1992-04-30;285~art53!vig=
